id,generation,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,base_egg_steps,base_happiness,capture_rate,experience_growth,height_m,weight_kg,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,official_class,special_group
247,2,Pupitar,rock,ground,410,70,84,70,65,70,51,10240,35,45,1250000,1.2,152.0,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,normal,none
248,2,Tyranitar,rock,dark,600,100,134,110,95,100,61,10240,35,45,1250000,2.0,202.0,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,normal,pseudo_legendary
248,2,Tyranitar Mega Tyranitar,rock,dark,700,100,164,150,95,120,71,10240,35,45,1250000,2.0,202.0,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,normal,none
249,2,Lugia,psychic,flying,680,106,90,130,90,154,110,30720,0,3,1250000,5.2,216.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,legendary,none
250,2,Ho-oh,fire,flying,680,106,130,90,110,154,90,30720,0,3,1250000,3.8,199.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,legendary,none
251,2,Celebi,psychic,grass,600,100,100,100,100,100,100,30720,100,45,1059860,0.6,5.0,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,mythical,none
252,3,Treecko,grass,,310,40,45,35,65,55,70,5120,70,45,1059860,0.5,5.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
253,3,Grovyle,grass,,405,50,65,45,85,65,95,5120,70,45,1059860,0.9,21.6,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
254,3,Sceptile,grass,,530,70,85,65,105,85,120,5120,70,45,1059860,1.7,52.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
254,3,Sceptile Mega Sceptile,grass,dragon,630,70,110,75,145,85,145,5120,70,45,1059860,1.7,52.2,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,normal,none
255,3,Torchic,fire,,310,45,60,40,70,50,45,5120,70,45,1059860,0.4,2.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
256,3,Combusken,fire,fighting,405,60,85,60,85,60,55,5120,70,45,1059860,0.9,19.5,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,normal,none
257,3,Blaziken,fire,fighting,530,80,120,70,110,70,80,5120,70,45,1059860,1.9,52.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,normal,none
257,3,Blaziken Mega Blaziken,fire,fighting,630,80,160,80,130,80,100,5120,70,45,1059860,1.9,52.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,normal,none
258,3,Mudkip,water,,310,50,70,50,50,50,40,5120,70,45,1059860,0.4,7.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
259,3,Marshtomp,water,ground,405,70,85,70,60,70,50,5120,70,45,1059860,0.7,28.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
260,3,Swampert,water,ground,535,100,110,90,85,90,60,5120,70,45,1059860,1.5,81.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
260,3,Swampert Mega Swampert,water,ground,635,100,150,110,95,110,70,5120,70,45,1059860,1.5,81.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
261,3,Poochyena,dark,,220,35,55,35,30,30,35,3840,70,255,1000000,0.5,13.6,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
262,3,Mightyena,dark,,420,70,90,70,60,60,70,3840,70,127,1000000,1.0,37.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
263,3,Zigzagoon,normal,,240,38,30,41,30,41,60,3840,70,255,1000000,0.4,17.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
263,3,Zigzagoon Galarian Zigzagoon,dark,normal,240,38,30,41,30,41,60,3840,70,255,1000000,0.4,17.5,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
264,3,Linoone,normal,,420,78,70,61,50,61,100,3840,70,90,1000000,0.5,32.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
264,3,Linoone Galarian Linoone,dark,normal,420,78,70,61,50,61,100,3840,70,90,1000000,0.5,32.5,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
265,3,Wurmple,bug,,195,45,45,35,20,30,20,3840,70,255,1000000,0.3,3.6,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
266,3,Silcoon,bug,,205,50,35,55,25,25,15,3840,70,120,1000000,0.6,10.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
267,3,Beautifly,bug,flying,395,60,70,50,100,50,65,3840,70,45,1000000,1.0,28.4,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
268,3,Cascoon,bug,,205,50,35,55,25,25,15,3840,70,120,1000000,0.7,11.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
269,3,Dustox,bug,poison,385,60,50,70,50,90,65,3840,70,45,1000000,1.2,31.6,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
270,3,Lotad,water,grass,220,40,30,30,40,50,30,3840,70,255,1059860,0.5,2.6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,normal,none
271,3,Lombre,water,grass,340,60,50,50,60,70,50,3840,70,120,1059860,1.2,32.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,normal,none
272,3,Ludicolo,water,grass,480,80,70,70,90,100,70,3840,70,45,1059860,1.5,55.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,normal,none
273,3,Seedot,grass,,220,40,40,50,30,30,30,3840,70,255,1059860,0.5,4.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
274,3,Nuzleaf,grass,dark,340,70,70,40,60,40,60,3840,70,120,1059860,1.0,28.0,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,normal,none
275,3,Shiftry,grass,dark,480,90,100,60,90,60,80,3840,70,45,1059860,1.3,59.6,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,normal,none
276,3,Taillow,normal,flying,270,40,55,30,30,30,85,3840,70,200,1059860,0.3,2.3,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
277,3,Swellow,normal,flying,455,60,85,60,75,50,125,3840,70,45,1059860,0.7,19.8,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
278,3,Wingull,water,flying,270,40,30,30,55,30,85,5120,70,190,1000000,0.6,9.5,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
279,3,Pelipper,water,flying,440,60,50,100,95,70,65,5120,70,45,1000000,1.2,28.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
280,3,Ralts,psychic,fairy,198,28,25,25,45,35,40,5120,35,235,1250000,0.4,6.6,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,normal,none
281,3,Kirlia,psychic,fairy,278,38,35,35,65,55,50,5120,35,120,1250000,0.8,20.2,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,normal,none
282,3,Gardevoir,psychic,fairy,518,68,65,65,125,115,80,5120,35,45,1250000,1.6,48.4,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,normal,none
282,3,Gardevoir Mega Gardevoir,psychic,fairy,618,68,85,65,165,135,100,5120,35,45,1250000,1.6,48.4,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,normal,none
283,3,Surskit,bug,water,269,40,30,32,50,52,65,3840,70,200,1000000,0.5,1.7,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
284,3,Masquerain,bug,flying,454,70,60,62,100,82,80,3840,70,75,1000000,0.8,3.6,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
285,3,Shroomish,grass,,295,60,40,60,40,60,35,3840,70,255,1640000,0.4,4.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
286,3,Breloom,grass,fighting,460,60,130,80,60,60,70,3840,70,90,1640000,1.2,39.2,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,normal,none
287,3,Slakoth,normal,,280,60,60,60,35,35,30,3840,70,255,1250000,0.8,24.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
288,3,Vigoroth,normal,,440,80,80,80,55,55,90,3840,70,120,1250000,1.4,46.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
289,3,Slaking,normal,,670,150,160,100,95,65,100,3840,70,45,1250000,2.0,130.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
290,3,Nincada,bug,ground,266,31,45,90,30,30,40,3840,70,255,600000,0.5,5.5,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,normal,none
291,3,Ninjask,bug,flying,456,61,90,45,50,50,160,3840,70,120,600000,0.8,12.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
292,3,Shedinja,bug,ghost,236,1,90,45,30,30,40,3840,70,45,600000,0.8,1.2,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,normal,none
293,3,Whismur,normal,,240,64,51,23,51,23,28,5120,70,190,1059860,0.6,16.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
294,3,Loudred,normal,,360,84,71,43,71,43,48,5120,70,120,1059860,1.0,40.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
295,3,Exploud,normal,,490,104,91,63,91,73,68,5120,70,45,1059860,1.5,84.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
296,3,Makuhita,fighting,,237,72,60,30,20,30,25,5120,70,180,1640000,1.0,86.4,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
297,3,Hariyama,fighting,,474,144,120,60,40,60,50,5120,70,200,1640000,2.3,253.8,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
298,3,Azurill,normal,fairy,190,50,20,40,20,40,20,2560,70,150,800000,0.2,2.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,normal,none
299,3,Nosepass,rock,,375,30,45,135,45,90,30,5120,70,255,1000000,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,normal,none
300,3,Skitty,normal,,260,50,45,45,35,35,50,3840,70,255,800000,0.6,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
301,3,Delcatty,normal,,400,70,65,65,55,55,90,3840,70,60,800000,1.1,32.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
302,3,Sableye,dark,ghost,380,50,75,75,65,65,50,6400,35,45,1059860,0.5,11.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,normal,none
302,3,Sableye Mega Sableye,dark,ghost,480,50,85,125,85,115,20,6400,35,45,1059860,0.5,11.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,normal,none
303,3,Mawile,steel,fairy,380,50,85,85,55,55,50,5120,70,45,800000,0.6,11.5,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,normal,none
303,3,Mawile Mega Mawile,steel,fairy,480,50,105,125,55,95,50,5120,70,45,800000,0.6,11.5,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,normal,none
304,3,Aron,steel,rock,330,50,70,100,40,40,30,8960,35,180,1250000,0.4,60.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,normal,none
305,3,Lairon,steel,rock,430,60,90,140,50,50,40,8960,35,90,1250000,0.9,120.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,normal,none
306,3,Aggron,steel,rock,530,70,110,180,60,60,50,8960,35,45,1250000,2.1,360.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,normal,none
306,3,Aggron Mega Aggron,steel,,630,70,140,230,60,80,50,8960,35,45,1250000,2.1,360.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,normal,none
307,3,Meditite,fighting,psychic,280,30,40,55,40,55,60,5120,70,180,1000000,0.6,11.2,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,normal,none
308,3,Medicham,fighting,psychic,410,60,60,75,60,75,80,5120,70,90,1000000,1.3,31.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,normal,none
308,3,Medicham Mega Medicham,fighting,psychic,510,60,100,85,80,85,100,5120,70,90,1000000,1.3,31.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,normal,none
309,3,Electrike,electric,,295,40,45,40,65,40,65,5120,70,120,1250000,0.6,15.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
310,3,Manectric,electric,,475,70,75,60,105,60,105,5120,70,45,1250000,1.5,40.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
310,3,Manectric Mega Manectric,electric,,575,70,75,80,135,80,135,5120,70,45,1250000,1.5,40.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
311,3,Plusle,electric,,405,60,50,40,85,75,95,5120,70,200,1000000,0.4,4.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
312,3,Minun,electric,,405,60,40,50,75,85,95,5120,70,200,1000000,0.4,4.2,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
313,3,Volbeat,bug,,430,65,73,75,47,85,85,3840,70,150,600000,0.7,17.7,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
314,3,Illumise,bug,,430,65,47,75,73,85,85,3840,70,150,1640000,0.6,17.7,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
315,3,Roselia,grass,poison,400,50,60,45,100,80,65,5120,70,150,1059860,0.3,2.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,normal,none
316,3,Gulpin,poison,,302,70,43,53,43,53,40,5120,70,225,1640000,0.4,10.3,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
317,3,Swalot,poison,,467,100,73,83,73,83,55,5120,70,75,1640000,1.7,80.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
318,3,Carvanha,water,dark,305,45,90,20,65,20,65,5120,35,225,1250000,0.8,20.8,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,normal,none
319,3,Sharpedo,water,dark,460,70,120,40,95,40,95,5120,35,60,1250000,1.8,88.8,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,normal,none
319,3,Sharpedo Mega Sharpedo,water,dark,560,70,140,70,110,65,105,5120,35,60,1250000,1.8,88.8,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,normal,none
320,3,Wailmer,water,,400,130,70,35,70,35,60,10240,70,125,1640000,2.0,130.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
321,3,Wailord,water,,500,170,90,45,90,45,60,10240,70,60,1640000,14.5,398.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
322,3,Numel,fire,ground,305,60,60,40,65,45,35,5120,70,255,1000000,0.7,24.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,normal,none
323,3,Camerupt,fire,ground,460,70,100,70,105,75,40,5120,70,150,1000000,1.9,220.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,normal,none
323,3,Camerupt Mega Camerupt,fire,ground,560,70,120,100,145,105,20,5120,70,150,1000000,1.9,220.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,normal,none
324,3,Torkoal,fire,,470,70,85,140,85,70,20,5120,70,90,1000000,0.5,80.4,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
325,3,Spoink,psychic,,330,60,25,35,70,80,60,5120,70,255,800000,0.7,30.6,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
326,3,Grumpig,psychic,,470,80,45,65,90,110,80,5120,70,60,800000,0.9,71.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
327,3,Spinda,normal,,360,60,60,60,60,60,60,3840,70,255,800000,1.1,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
328,3,Trapinch,ground,,290,45,100,45,45,45,10,5120,70,255,1059860,0.7,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,normal,none
329,3,Vibrava,ground,dragon,340,50,70,50,50,50,70,5120,70,120,1059860,1.1,15.3,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,normal,none
330,3,Flygon,ground,dragon,520,80,100,80,80,80,100,5120,70,45,1059860,2.0,82.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,normal,none
331,3,Cacnea,grass,,335,50,85,40,85,40,35,5120,35,190,1059860,0.4,51.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
332,3,Cacturne,grass,dark,475,70,115,60,115,60,55,5120,35,60,1059860,1.3,77.4,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,normal,none
333,3,Swablu,normal,flying,310,45,40,60,40,75,50,5120,70,255,600000,0.4,1.2,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
334,3,Altaria,dragon,flying,490,75,70,90,70,105,80,5120,70,45,600000,1.1,20.6,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,normal,none
334,3,Altaria Mega Altaria,dragon,fairy,590,75,110,110,110,105,80,5120,70,45,600000,1.1,20.6,0.5,0.5,0.0,0.5,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.5,normal,none
335,3,Zangoose,normal,,458,73,115,60,60,60,90,5120,70,90,600000,1.3,40.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
336,3,Seviper,poison,,458,73,100,60,100,60,65,5120,70,90,1640000,2.7,52.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
337,3,Lunatone,rock,psychic,460,90,55,65,95,85,70,6400,70,45,800000,1.0,168.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,normal,none
338,3,Solrock,rock,psychic,460,90,95,85,55,65,70,6400,70,45,800000,1.2,154.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,normal,none
339,3,Barboach,water,ground,288,50,48,43,46,41,60,5120,70,190,1000000,0.4,1.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
340,3,Whiscash,water,ground,468,110,78,73,76,71,60,5120,70,75,1000000,0.9,23.6,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
