id,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,official_class,special_group
96,Drowzee,psychic,,328,60,48,45,43,90,42,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
97,Hypno,psychic,,483,85,73,70,73,115,67,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
98,Krabby,water,,325,30,105,90,25,25,50,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
99,Kingler,water,,475,55,130,115,50,50,75,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
100,Voltorb,electric,,330,40,30,50,55,55,100,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
100,Voltorb Hisuian Voltorb,electric,grass,330,40,30,50,55,55,100,2.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,normal,none
101,Electrode,electric,,490,60,50,70,80,80,150,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
101,Electrode Hisuian Electrode,electric,grass,490,60,50,70,80,80,150,2.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,normal,none
102,Exeggcute,grass,psychic,325,60,40,80,60,45,40,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,normal,none
103,Exeggutor,grass,psychic,530,95,95,85,125,75,55,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,normal,none
103,Exeggutor Alolan Exeggutor,grass,dragon,530,95,105,85,125,75,45,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,normal,none
104,Cubone,ground,,320,50,50,95,40,50,35,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,normal,none
105,Marowak,ground,,425,60,80,110,50,80,45,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,normal,none
105,Marowak Alolan Marowak,fire,ghost,425,60,80,110,50,80,45,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,normal,none
106,Hitmonlee,fighting,,455,50,120,53,35,110,87,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
107,Hitmonchan,fighting,,455,50,105,79,35,110,76,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
108,Lickitung,normal,,385,90,55,75,60,75,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
109,Koffing,poison,,340,40,65,95,60,45,35,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
110,Weezing,poison,,490,65,90,120,85,70,60,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,normal,none
110,Weezing Galarian Weezing,poison,fairy,490,65,90,120,85,70,60,0.25,0.5,0.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,normal,none
111,Rhyhorn,ground,rock,345,80,85,95,30,30,25,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,normal,none
112,Rhydon,ground,rock,485,105,130,120,45,45,40,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,normal,none
113,Chansey,normal,,450,250,5,5,35,105,50,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
114,Tangela,grass,,435,65,55,115,100,40,60,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
115,Kangaskhan,normal,,490,105,95,80,40,80,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
115,Kangaskhan Mega Kangaskhan,normal,,590,105,125,100,60,100,100,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
116,Horsea,water,,295,30,40,70,70,25,60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
117,Seadra,water,,440,55,65,95,95,45,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
118,Goldeen,water,,320,45,67,60,35,50,63,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
119,Seaking,water,,450,80,92,65,65,80,68,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
120,Staryu,water,,340,30,45,55,70,55,85,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
121,Starmie,water,psychic,520,60,75,85,100,85,115,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,normal,none
122,Mr. Mime,psychic,fairy,460,40,45,65,100,120,90,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,normal,none
122,Mr. Mime Galarian Mr. Mime,ice,psychic,460,50,65,65,90,90,100,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,normal,none
123,Scyther,bug,flying,500,70,110,80,55,80,105,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
124,Jynx,ice,psychic,455,65,50,35,115,95,95,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,normal,none
125,Electabuzz,electric,,490,65,83,57,95,85,105,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
126,Magmar,fire,,495,65,95,57,100,85,93,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
127,Pinsir,bug,,500,65,125,100,55,70,85,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
127,Pinsir Mega Pinsir,bug,flying,600,65,155,120,65,90,105,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
128,Tauros,normal,,490,75,100,95,40,70,110,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
128,Tauros Combat Breed,fighting,,490,75,110,105,30,70,100,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,normal,none
128,Tauros Blaze Breed,fighting,fire,490,75,110,105,30,70,100,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,normal,none
128,Tauros Aqua Breed,fighting,water,490,75,110,105,30,70,100,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,2.0,0.5,0.5,0.5,normal,none
129,Magikarp,water,,200,20,10,55,15,20,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
130,Gyarados,water,flying,540,95,125,79,60,100,81,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,normal,none
130,Gyarados Mega Gyarados,water,dark,640,95,155,109,70,130,81,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,normal,none
131,Lapras,water,ice,535,130,85,80,85,95,60,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,normal,none
132,Ditto,normal,,288,48,48,48,48,48,48,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
133,Eevee,normal,,325,55,55,50,45,65,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
133,Eevee Partner Eevee,normal,,435,65,75,70,65,85,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
134,Vaporeon,water,,525,130,65,60,110,95,65,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
135,Jolteon,electric,,525,65,65,60,110,95,130,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
136,Flareon,fire,,525,65,130,60,95,110,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
137,Porygon,normal,,395,65,60,70,85,75,40,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
138,Omanyte,rock,water,355,35,40,100,90,55,35,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
139,Omastar,rock,water,495,70,60,125,115,70,55,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
140,Kabuto,rock,water,355,30,80,90,55,45,55,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
141,Kabutops,rock,water,495,60,115,105,65,70,80,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,normal,none
142,Aerodactyl,rock,flying,515,80,105,65,60,75,130,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
142,Aerodactyl Mega Aerodactyl,rock,flying,615,80,135,85,70,95,150,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,normal,none
143,Snorlax,normal,,540,160,110,65,65,110,30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
144,Articuno,ice,flying,580,90,85,100,95,125,85,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,legendary,none
144,Articuno Galarian Articuno,psychic,flying,580,90,85,85,125,100,95,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
145,Zapdos,electric,flying,580,90,90,85,125,90,100,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,legendary,none
145,Zapdos Galarian Zapdos,fighting,flying,580,90,125,90,85,90,100,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,normal,none
146,Moltres,fire,flying,580,90,100,90,125,85,90,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,legendary,none
146,Moltres Galarian Moltres,dark,flying,580,90,85,90,100,125,90,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,normal,none
147,Dratini,dragon,,300,41,64,45,50,50,50,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,normal,none
148,Dragonair,dragon,,420,61,84,65,70,70,70,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,normal,none
149,Dragonite,dragon,flying,600,91,134,95,100,100,80,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,normal,pseudo_legendary
150,Mewtwo,psychic,,680,106,110,90,154,90,130,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,legendary,none
150,Mewtwo Mega Mewtwo X,psychic,fighting,780,106,190,100,154,100,130,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,normal,none
150,Mewtwo Mega Mewtwo Y,psychic,,780,106,150,70,194,120,140,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
151,Mew,psychic,,600,100,100,100,100,100,100,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,mythical,none
152,Chikorita,grass,,318,45,49,65,49,65,45,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
153,Bayleef,grass,,405,60,62,80,63,80,60,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
154,Meganium,grass,,525,80,82,100,83,100,80,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
155,Cyndaquil,fire,,309,39,52,43,60,50,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
156,Quilava,fire,,405,58,64,58,80,65,80,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
157,Typhlosion,fire,,534,78,84,78,109,85,100,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,normal,none
157,Typhlosion Hisuian Typhlosion,fire,ghost,534,73,84,78,119,85,95,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,normal,none
158,Totodile,water,,314,50,65,64,44,48,43,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
159,Croconaw,water,,405,65,80,80,59,63,58,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
160,Feraligatr,water,,530,85,105,100,79,83,78,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
161,Sentret,normal,,215,35,46,34,35,45,20,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
162,Furret,normal,,415,85,76,64,45,55,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
163,Hoothoot,normal,flying,262,60,30,30,36,56,50,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
164,Noctowl,normal,flying,452,100,50,50,86,96,70,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,normal,none
165,Ledyba,bug,flying,265,40,20,30,40,80,55,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
166,Ledian,bug,flying,390,55,35,50,55,110,85,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
167,Spinarak,bug,poison,250,40,60,40,40,40,30,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
168,Ariados,bug,poison,400,70,90,70,60,70,40,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
169,Crobat,poison,flying,535,85,90,80,70,80,130,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,normal,none
170,Chinchou,water,electric,330,75,38,38,56,56,67,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,normal,none
171,Lanturn,water,electric,460,125,58,58,76,76,67,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,normal,none
172,Pichu,electric,,205,20,40,15,35,35,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
173,Cleffa,fairy,,218,50,25,28,45,55,15,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,normal,none
174,Igglybuff,normal,fairy,210,90,30,15,40,20,15,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,normal,none
175,Togepi,fairy,,245,35,20,65,40,65,20,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,normal,none
176,Togetic,fairy,flying,405,55,40,85,80,105,40,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,normal,none
177,Natu,psychic,flying,320,40,50,45,70,45,70,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
178,Xatu,psychic,flying,470,65,75,70,95,70,95,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,normal,none
179,Mareep,electric,,280,55,40,40,65,45,35,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
180,Flaaffy,electric,,365,70,55,55,80,60,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
181,Ampharos,electric,,510,90,75,85,115,90,55,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,normal,none
181,Ampharos Mega Ampharos,electric,dragon,610,90,95,105,165,110,45,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
182,Bellossom,grass,,490,75,80,95,90,100,50,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
183,Marill,water,fairy,250,70,20,50,20,50,40,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
184,Azumarill,water,fairy,420,100,50,80,60,80,50,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
185,Sudowoodo,rock,,410,70,100,115,30,65,30,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,normal,none
186,Politoed,water,,500,90,75,75,90,100,70,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,normal,none
187,Hoppip,grass,flying,250,35,35,40,35,55,50,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,normal,none
188,Skiploom,grass,flying,340,55,45,50,45,65,80,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,normal,none
189,Jumpluff,grass,flying,460,75,55,70,55,95,110,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,normal,none
190,Aipom,normal,,360,55,70,55,40,55,85,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,normal,none
191,Sunkern,grass,,180,30,30,30,30,30,30,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
192,Sunflora,grass,,425,75,75,55,105,85,30,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,normal,none
193,Yanma,bug,flying,390,65,65,45,75,45,95,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,normal,none
194,Wooper,water,ground,210,55,45,45,25,25,15,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
194,Wooper Paldean Wooper,poison,ground,210,55,45,45,25,25,15,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.25,2.0,0.5,1.0,2.0,normal,none
195,Quagsire,water,ground,430,95,85,85,65,65,35,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,normal,none
196,Espeon,psychic,,525,65,65,60,130,95,110,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
197,Umbreon,dark,,525,95,65,110,60,130,65,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,normal,none
198,Murkrow,dark,flying,405,60,85,42,85,42,91,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,normal,none
199,Slowking,water,psychic,490,95,75,80,100,110,30,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,normal,none
199,Slowking Galarian Slowking,poison,psychic,490,95,65,80,110,110,30,1.0,2.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,normal,none
200,Misdreavus,ghost,,435,60,60,60,85,85,85,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,normal,none
201,Unown,psychic,,336,48,72,48,72,48,48,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
202,Wobbuffet,psychic,,405,190,33,58,33,58,33,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
203,Girafarig,normal,psychic,455,70,80,65,90,65,85,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,normal,none
